1_ortho;4_cgram;5_genre
grossissaient;VER;
grossissais;VER;
grossissait;VER;
grossissant;VER;
grossissant;ADJ;m
grossissante;ADJ;f
grossissantes;ADJ;f
grossissants;ADJ;m
grossisse;VER;
grossissement;NOM;m
grossissent;VER;
grossisses;VER;
grossissez;VER;
grossiste;NOM;
grossistes;NOM;
grossit;VER;
grossium;NOM;m
grossiums;NOM;m
grossière;ADJ;f
grossièrement;ADV;
grossières;ADJ;f
grossièreté;NOM;f
grossièretés;NOM;f
grosso modo;ADV;
grotesque;ADJ;
grotesque;NOM;m
grotesquement;ADV;
grotesques;ADJ;
grotesques;NOM;f
grotte;NOM;f
grottes;NOM;f
grouillaient;VER;
grouillais;VER;
grouillait;VER;
grouillant;ADJ;m
grouillant;VER;
grouillante;ADJ;f
grouillantes;ADJ;f
grouillants;ADJ;m
grouille;VER;
grouillement;NOM;m
grouillements;NOM;m
grouillent;VER;
grouiller;VER;
grouillera;VER;
grouillerait;VER;
grouilleront;VER;
grouilles;VER;
grouillez;VER;
grouillis;NOM;m
grouillons;VER;
grouillot;NOM;m
grouillots;NOM;m
grouillèrent;VER;
grouillé;VER;m
grouillées;VER;f
grouiner;VER;
groumais;VER;
groumait;VER;
groumant;VER;
groume;VER;
groumer;VER;
ground;NOM;m
group;NOM;m
groupa;VER;
groupage;NOM;m
groupaient;VER;
groupais;VER;
groupait;VER;
groupant;VER;
groupe;NOM;m
groupe;VER;
groupement;NOM;m
groupements;NOM;m
groupent;VER;
grouper;VER;
grouperaient;VER;
grouperont;VER;
groupes;NOM;m
groupez;VER;
groupie;NOM;f
groupies;NOM;f
groupons;VER;
groups;NOM;m
groupuscule;NOM;m
groupuscules;NOM;m
groupât;VER;
groupèrent;VER;
groupé;VER;m
groupé;ADJ;m
groupée;VER;f
groupée;ADJ;f
groupées;VER;f
groupées;ADJ;f
groupés;VER;m
groupés;ADJ;m
grouse;NOM;f
grouses;NOM;f
gruau;NOM;m
gruaux;NOM;m
grue;NOM;f
grues;NOM;f
gruge;VER;
grugeaient;VER;
grugeait;VER;
grugeant;VER;
gruger;VER;
grugé;VER;m
grugée;VER;f
grume;NOM;f
grumeau;NOM;m
grumeaux;NOM;m
grumeleuse;ADJ;f
grumeleuses;ADJ;f
grumeleux;ADJ;m
grumes;NOM;f
grumier;NOM;m
grunge;NOM;m
gruppetto;NOM;m
gruta;VER;
grute;VER;
grutier;NOM;m
grutiers;NOM;m
grutière;NOM;f
gruyère;NOM;m
grâce;NOM;f
grâce;ONO;
grâce;PRE;
grâces;NOM;f
grèbe;NOM;m
grèbes;NOM;m
grège;ADJ;
grège;NOM;m
grèges;ADJ;
grègues;NOM;f
grène;VER;
grènera;VER;
grès;NOM;m
grève;VER;
grève;NOM;f
grèvent;VER;
grèverait;VER;
grèves;VER;
grèves;NOM;f
gré;NOM;m
gréage;NOM;m
grébiche;NOM;f
gréco;ADV;
gréco-latine;ADJ;f
gréco-latines;ADJ;f
gréco-romain;ADJ;m
gréco-romaine;ADJ;f
gréco-romaines;ADJ;f
gréco-romains;ADJ;m
gréement;NOM;m
gréements;NOM;m
gréer;VER;
gréez;VER;
grégaire;ADJ;
grégeois;ADJ;m
grégorien;ADJ;m
grégorienne;ADJ;f
grégoriens;ADJ;m
grésil;NOM;m
grésilla;VER;
grésillaient;VER;
grésillait;VER;
grésillant;ADJ;m
grésillant;VER;
grésillante;ADJ;f
grésillantes;ADJ;f
grésille;VER;
grésillement;NOM;m
grésillements;NOM;m
grésillent;VER;
grésiller;VER;
grésillerait;VER;
grésillé;VER;m
gréviste;ADJ;
gréviste;NOM;
grévistes;ADJ;
grévistes;NOM;
gréé;VER;m
gréée;VER;f
gréées;VER;f
grêlaient;VER;
grêlait;VER;
grêle;ADJ;
grêle;NOM;f
grêle;VER;
grêlent;VER;
grêler;VER;
grêleraient;VER;
grêles;ADJ;
grêles;NOM;f
grêlon;NOM;m
grêlons;NOM;m
grêlé;VER;m
grêlé;ADJ;m
grêlée;VER;f
grêlée;ADJ;f
grêlées;VER;f
grêlés;VER;m
grêlés;ADJ;m
guacamole;NOM;m
guadeloupéenne;NOM;f
guanaco;NOM;m
guanine;NOM;f
guano;NOM;m
guaracha;NOM;f
guarani;ADJ;m
guatémaltèque;ADJ;m
guatémaltèque;NOM;
guelfe;ADJ;m
guelfe;NOM;m
guelfes;NOM;m
guenille;NOM;f
guenilles;NOM;f
guenilleux;ADJ;m
guenillons;NOM;m
guenipe;NOM;f
guenon;NOM;f
guenons;NOM;f
guerre;NOM;f
guerre-éclair;NOM;f
guerres;NOM;f
guerrier;ADJ;m
guerrier;NOM;m
guerriers;ADJ;m
guerriers;NOM;m
guerrière;ADJ;f
guerrières;ADJ;f
guerroient;VER;
guerroyai;VER;
guerroyaient;VER;
guerroyait;VER;
guerroyant;VER;
guerroyer;VER;
guerroyeur;NOM;m
guerroyé;VER;m
guet;NOM;m
guet-apens;NOM;m
guets;NOM;m
guets-apens;NOM;m
guetta;VER;
guettai;VER;
guettaient;VER;
guettais;VER;
guettait;VER;
guettant;VER;
guette;NOM;f
guette;VER;
guettent;VER;
guetter;VER;
guettera;VER;
guetterai;VER;
guetterais;VER;
guetterait;VER;
guetterez;VER;
guetterons;VER;
guetteront;VER;
guettes;NOM;f
guettes;VER;
guetteur;NOM;m
guetteurs;NOM;m
guetteuse;NOM;f
guetteuses;NOM;f
guettez;VER;
guettiez;VER;
guettions;VER;
guettons;VER;
guettât;VER;
guettèrent;VER;
guetté;VER;m
guettée;VER;f
guettées;VER;f
guettés;VER;m
gueugueule;NOM;f
gueula;VER;
gueulai;VER;
gueulaient;VER;
gueulais;VER;
gueulait;VER;
gueulant;VER;
gueulante;NOM;f
gueulantes;NOM;f
gueulard;ADJ;m
gueulard;NOM;m
gueularde;ADJ;f
gueularde;NOM;f
gueulards;ADJ;m
gueulards;NOM;m
gueule;NOM;f
gueule;VER;
gueule-de-loup;NOM;f
gueulement;NOM;m
gueulements;NOM;m
gueulent;VER;
gueuler;VER;
gueulera;VER;
gueulerai;VER;
gueulerais;VER;
gueulerait;VER;
gueules;NOM;
gueules;VER;
gueules-de-loup;NOM;f
gueuleton;NOM;m
gueuletonnait;VER;
gueuletonner;VER;
gueuletons;NOM;m
gueulette;NOM;f
gueulettes;NOM;f
gueulez;VER;
gueuloir;NOM;m
gueulé;VER;m
gueulée;VER;f
gueulés;VER;m
gueusant;VER;
gueusards;NOM;m
gueuse;NOM;f
gueuserie;NOM;f
gueuses;NOM;f
gueuses;NOM;f
gueux;NOM;m
gueuze;NOM;f
gugusse;NOM;m
gugusses;NOM;m
gui;NOM;m
guibole;NOM;f
guiboles;NOM;f
guibolle;NOM;f
guibolles;NOM;f
guiche;NOM;f
guiches;NOM;f
guichet;NOM;m
guichetier;NOM;m
guichetiers;NOM;m
guichetière;NOM;f
guichets;NOM;m
guida;VER;
guidage;NOM;m
guidai;VER;
guidaient;VER;
guidais;VER;
guidait;VER;
guidance;NOM;f
guidant;VER;
guide;NOM;
guide;VER;
guide-interprète;NOM;
guident;VER;
guider;VER;
guidera;VER;
guiderai;VER;
guiderait;VER;
guideras;VER;
guiderez;VER;
guideront;VER;
guides;NOM;
guides;VER;
guidez;VER;
guidiez;VER;
guidon;NOM;m
guidons;VER;
guidons;NOM;m
guidèrent;VER;
guidé;VER;m
guidée;VER;f
guidées;VER;f
guidés;VER;m
guigna;VER;
guignaient;VER;
guignais;VER;
guignait;VER;
guignant;VER;
guigne;NOM;f
guigne;VER;
guigner;VER;
guignes;NOM;f
guignol;NOM;m
guignolades;NOM;f
guignolesque;ADJ;m
guignolet;NOM;m
guignols;NOM;m
guignon;NOM;m
guilde;NOM;f
guildes;NOM;f
guili-guili;NOM;m
guillaume;NOM;m
guillaumes;NOM;m
guilledou;NOM;m
guillemet;NOM;m
guillemets;NOM;m
guillemot;NOM;m
guilleret;ADJ;m
guillerets;ADJ;m
guillerette;ADJ;f
guillerettes;ADJ;f
guilloche;VER;
guillochures;NOM;f
guilloché;VER;m
guillochée;VER;f
guillochées;VER;f
guillochés;VER;m
guillotina;VER;
guillotinaient;VER;
guillotinait;VER;
guillotine;NOM;f
guillotine;VER;
guillotinent;VER;
guillotiner;VER;
guillotines;NOM;f
guillotines;NOM;f
guillotineur;NOM;m
guillotineurs;NOM;m
guillotiné;VER;m
guillotiné;ADJ;m
guillotinée;VER;f
guillotinée;ADJ;f
guillotinées;ADJ;f
guillotinés;VER;m
guillotinés;ADJ;m
guimauve;NOM;f
guimauves;NOM;f
guimbarde;NOM;f
guimbardes;NOM;f
guimpe;NOM;f
guimpes;NOM;f
guinchait;VER;
guinche;NOM;m
guincher;VER;
guinches;NOM;m
guinches;VER;
guindaient;VER;
guindait;VER;
guindal;NOM;m
guindals;NOM;m
guindant;NOM;m
guindant;VER;
guinde;VER;
guindeau;NOM;m
guinder;VER;
guindé;VER;m
guindé;ADJ;m
guindée;VER;f
guindée;ADJ;f
guindées;ADJ;f
guindés;VER;m
guindés;ADJ;m
guinguette;NOM;f
guinguettes;NOM;f
guinée;NOM;f
guinéen;ADJ;m
guinéenne;ADJ;f
guinéennes;ADJ;f
guinéens;ADJ;m
guinées;NOM;f
guipure;NOM;f
guipures;NOM;f
guirlande;NOM;f
guirlandes;NOM;f
guise;NOM;f
guises;NOM;f
guitare;NOM;f
guitares;NOM;f
guitariste;NOM;
guitaristes;NOM;
guitoune;NOM;f
guitounes;NOM;f
gulden;NOM;m
gun;NOM;m
guna;NOM;m
guns;NOM;m
guppy;NOM;m
guru;NOM;m
gus;NOM;m
gusse;NOM;m
gustatif;ADJ;m
gustation;NOM;f
gustative;ADJ;f
gustatives;ADJ;f
gusto;ADV;
gut;NOM;m
gutta-percha;NOM;f
guttural;ADJ;m
gutturale;ADJ;f
gutturales;ADJ;f
gutturales;NOM;f
gutturaux;ADJ;m
guyanais;ADJ;m
guzla;NOM;f
guède;NOM;f
guère;ADV;
gué;NOM;m
gué;ONO;
guéable;ADJ;f
guéguerre;NOM;f
guéguerres;NOM;f
guépard;NOM;m
guépards;NOM;m
guéret;NOM;m
guérets;NOM;m
guéri;ADJ;m
guéri;VER;m
guéridon;NOM;m
guéridons;NOM;m
guérie;ADJ;f
guérie;VER;f
guéries;ADJ;f
guéries;VER;f
guérilla;NOM;f
guérillas;NOM;f
guérillero;NOM;m
guérilleros;NOM;m
guérir;VER;
guérira;VER;
guérirai;VER;
guérirais;VER;
guérirait;VER;
guériras;VER;
guérirez;VER;
guérirons;VER;
guériront;VER;
guéris;ADJ;m
guéris;VER;m
guérison;NOM;f
guérisons;NOM;f
guérissable;ADJ;m
guérissables;ADJ;f
guérissaient;VER;
guérissais;VER;
guérissait;VER;
guérissant;VER;
guérisse;VER;
guérissent;VER;
guérisses;VER;
guérisseur;NOM;m
guérisseurs;NOM;m
guérisseuse;NOM;f
guérisseuses;NOM;f
guérissez;VER;
guérissiez;VER;
guérissons;VER;
guérit;VER;
guérite;NOM;f
guérites;NOM;f
guérît;VER;
guévariste;ADJ;
guévariste;NOM;
guêpe;NOM;f
guêpes;NOM;f
guêpier;NOM;m
guêpière;NOM;f
guêpières;NOM;f
guêtre;NOM;f
guêtres;NOM;f
guêtré;VER;m
guêtré;ADJ;m
guêtrés;VER;m
gy;ONO;
gym;NOM;f
gymkhana;NOM;m
gymnase;NOM;m
gymnases;NOM;m
gymnasium;NOM;m
gymnaste;NOM;
gymnastes;NOM;
gymnastique;NOM;f
gymnastiques;NOM;f
gymnique;ADJ;f
gymniques;ADJ;f
gymnopédie;NOM;f
gymnosophiste;NOM;
gymnosophistes;NOM;
gynéco;NOM;
gynécologie;NOM;f
gynécologique;ADJ;
gynécologiques;ADJ;m
gynécologue;NOM;
gynécologues;NOM;
gynécomastie;NOM;f
gynécée;NOM;m
gynécées;NOM;m
gypaète;NOM;m
gypse;NOM;m
gypses;NOM;m
gypseuse;ADJ;f
gypseux;ADJ;m
gypsophile;NOM;f
gypsophiles;NOM;f
gyrins;NOM;m
gyrocompas;NOM;m
gyrophare;NOM;m
gyrophares;NOM;m
gyroscope;NOM;m
gyroscopes;NOM;m
gyroscopique;ADJ;
gyrus;NOM;m
gâcha;VER;
gâchage;NOM;m
gâchaient;VER;
gâchais;VER;
gâchait;VER;
gâchant;VER;
gâche;NOM;f
gâche;VER;
gâchent;VER;
gâcher;VER;
gâchera;VER;
gâcherai;VER;
gâcheraient;VER;
gâcherais;VER;
gâcherait;VER;
gâcheras;VER;
gâcherez;VER;
gâcheriez;VER;
gâches;NOM;f
gâches;VER;
gâchette;NOM;f
gâchettes;NOM;f
gâcheur;NOM;m
gâcheurs;NOM;m
gâcheuse;ADJ;f
gâchez;VER;
gâchiez;VER;
gâchis;NOM;m
gâchons;VER;
gâchât;VER;
gâché;VER;m
gâchée;VER;f
gâchées;VER;f
gâchés;VER;m
gâpette;NOM;f
gâta;VER;
gâtaient;VER;
gâtais;VER;
gâtait;VER;
gâtant;VER;
gâte;VER;
gâte-bois;NOM;m
gâte-sauce;NOM;m
gâteau;NOM;m
gâteaux;NOM;m
gâtent;VER;
gâter;VER;
gâtera;VER;
gâterais;VER;
gâterait;VER;
gâterie;NOM;f
gâteries;NOM;f
gâteront;VER;
gâtes;VER;
gâteuse;NOM;f
gâteuse;ADJ;f
gâteuses;ADJ;f
gâteux;ADJ;m
gâteux;NOM;m
gâtez;VER;
gâtifie;VER;
gâtine;NOM;f
gâtisme;NOM;m
gâtât;VER;
gâtèrent;VER;
gâté;VER;m
gâté;ADJ;m
gâtée;VER;f
gâtée;ADJ;f
gâtées;VER;f
gâtées;ADJ;f
gâtés;VER;m
gâtés;ADJ;m
gèle;VER;
gèlent;VER;
gèlera;VER;
gèlerai;VER;
gèlerait;VER;
gèles;VER;
gène;NOM;m
gènes;NOM;m
gère;VER;
gèrent;VER;
géant;ADJ;m
géant;NOM;m
géante;ADJ;f
géante;NOM;f
géantes;ADJ;f
géantes;NOM;f
géants;ADJ;m
géants;NOM;m
gégène;NOM;f
géhenne;NOM;f
géhennes;NOM;f
gélatine;NOM;f
gélatines;NOM;f
gélatineuse;ADJ;f
gélatineuses;ADJ;f
gélatineux;ADJ;m
gélatino-bromure;NOM;m
gélifiant;NOM;m
gélification;NOM;f
gélifié;VER;m
géline;NOM;f
gélines;NOM;f
gélinotte;NOM;f
gélolevure;NOM;f
gélose;NOM;f
gélule;NOM;f
gélules;NOM;f
gémeau;ADJ;m
gémeau;NOM;m
gémeaux;ADJ;m
gémeaux;NOM;m
gémellaire;ADJ;
gémellaires;ADJ;
gémellité;NOM;f
gémi;VER;m
gémie;VER;f
gémir;VER;
gémira;VER;
gémirai;VER;
gémiraient;VER;
gémirais;VER;
gémirait;VER;
gémirent;VER;
gémis;VER;m
gémissaient;VER;
gémissais;VER;
gémissait;VER;
gémissant;VER;
gémissant;ADJ;m
gémissante;ADJ;f
gémissantes;ADJ;f
gémissants;ADJ;m
gémisse;VER;
gémissement;NOM;m
gémissements;NOM;m
gémissent;VER;
gémisseur;ADJ;m
gémisseurs;ADJ;m
gémissez;VER;
gémissiez;VER;
gémit;VER;
gémonies;NOM;f
génial;ADJ;m
géniale;ADJ;f
génialement;ADV;
géniales;ADJ;f
génialité;NOM;f
géniaux;ADJ;m
génie;NOM;m
génies;NOM;m
génique;ADJ;
génisse;NOM;f
génisses;NOM;f
génital;ADJ;m
génitale;ADJ;f
génitales;ADJ;f
génitalité;NOM;f
génitaux;ADJ;m
géniteur;NOM;m
géniteurs;NOM;m
génitoires;NOM;f
génitrice;NOM;f
génitrices;NOM;f
génocidaire;ADJ;
génocide;NOM;m
génocides;NOM;m
génois;ADJ;m
génois;NOM;m
génoise;NOM;f
génoises;NOM;f
génome;NOM;m
génomique;ADJ;
génomique;NOM;f
génomiques;ADJ;
génotype;NOM;m
génotypes;NOM;m
génovéfains;NOM;m
génuflexion;NOM;f
génuflexions;NOM;f
génuine;ADJ;f
génère;VER;
génères;VER;
généalogie;NOM;f
généalogies;NOM;f
généalogique;ADJ;
généalogiques;ADJ;
généalogiste;NOM;
généalogistes;NOM;
général;ADJ;m
général;NOM;m
générale;ADJ;f
générale;NOM;f
généralement;ADV;
générales;ADJ;f
générales;NOM;f
généralife;NOM;m
généralisable;ADJ;
généralisait;VER;
généralisant;VER;
généralisation;NOM;f
généralisations;NOM;f
généralise;VER;
généraliser;VER;
généralisez;VER;
généralisions;VER;
généralissime;NOM;m
généraliste;ADJ;
généraliste;NOM;
généralistes;ADJ;m
généralistes;NOM;
généralisé;VER;m
généralisé;ADJ;m
généralisée;VER;f
généralisée;ADJ;f
généralisées;ADJ;f
généralité;NOM;f
généralités;NOM;f
générant;VER;
générateur;ADJ;m
générateur;NOM;m
générateurs;ADJ;m
générateurs;NOM;m
génératif;ADJ;m
génération;NOM;f
générationnel;ADJ;m
générations;NOM;f
générative;ADJ;f
génératrice;ADJ;f
génératrice;NOM;f
génératrices;ADJ;f
génératrices;NOM;f
généraux;ADJ;m
généraux;NOM;m
générer;VER;
généreuse;ADJ;f
généreusement;ADV;
généreuses;ADJ;f
généreux;ADJ;m
générez;VER;
générique;ADJ;
générique;NOM;m
génériques;ADJ;
génériques;NOM;m
générosité;NOM;f
générosités;NOM;f
généré;VER;m
généré;ADJ;m
générée;VER;f
générée;ADJ;f
générés;VER;m
générés;ADJ;m
génésique;ADJ;
généticien;NOM;m
généticienne;NOM;f
généticiens;NOM;m
génétique;ADJ;
génétique;NOM;f
génétiquement;ADV;
génétiques;ADJ;
génétiques;NOM;f
géo;NOM;f
géocorises;NOM;f
géode;NOM;f
géodésiens;ADJ;m
géodésigraphe;NOM;m
géodésique;ADJ;
géodésiques;ADJ;m
géographe;NOM;
géographes;NOM;f
géographie;NOM;f
géographies;NOM;f
géographique;ADJ;
géographiquement;ADV;
géographiques;ADJ;
géologie;NOM;f
géologique;ADJ;
géologiquement;ADV;
géologiques;ADJ;
géologue;NOM;
géologues;NOM;
géomagnétique;ADJ;f
géomagnétiques;ADJ;
géomancie;NOM;f
géomètre;NOM;
géomètres;NOM;
géométrie;NOM;f
géométries;NOM;f
géométrique;ADJ;
géométriquement;ADV;
géométriques;ADJ;
géophysiciens;NOM;m
géophysique;ADJ;
géophysique;NOM;f
géopolitique;ADJ;
géopolitique;NOM;f
géorgien;ADJ;m
géorgienne;ADJ;f
géorgienne;NOM;f
géorgiennes;ADJ;f
géorgiens;ADJ;m
géorgiens;NOM;m
géosciences;NOM;f
géostationnaire;ADJ;
géostratégie;NOM;f
géosynchrone;ADJ;f
géothermale;ADJ;f
géothermie;NOM;f
géothermique;ADJ;
géotropique;ADJ;m
géotropiques;ADJ;m
géra;VER;
gérable;ADJ;
gérables;ADJ;
gérais;VER;
gérait;VER;
gérance;NOM;f
géranium;NOM;m
géraniums;NOM;m
gérant;NOM;m
gérant;VER;
gérante;NOM;f
gérants;NOM;m
gérer;VER;
gérera;VER;
gérerai;VER;
gérerais;VER;
gérerez;VER;
géreriez;VER;
gérez;VER;
gériatrie;NOM;f
gériatrique;ADJ;
gériatriques;ADJ;f
gérons;VER;
géronte;NOM;m
gérontes;NOM;m
gérontisme;NOM;m
gérontologie;NOM;f
gérontologue;NOM;
gérontophiles;NOM;
géré;VER;m
géré;NOM;m
gérée;VER;f
gérées;VER;f
gérés;VER;m
gésier;NOM;m
gésiers;NOM;m
gésine;NOM;f
gésir;VER;
gêna;VER;
gênaient;VER;
gênais;VER;
gênait;VER;
gênant;ADJ;m
gênant;VER;
gênante;ADJ;f
gênantes;ADJ;f
gênants;ADJ;m
gêne;NOM;f
gêne;VER;
gênent;VER;
gêner;VER;
gênera;VER;
gênerai;VER;
gêneraient;VER;
gênerais;VER;
gênerait;VER;
gênerons;VER;
gêneront;VER;
gênes;NOM;f
gênes;VER;
gêneur;NOM;m
gêneurs;NOM;m
gêneuse;NOM;f
gêneuses;NOM;f
gênez;VER;
gêniez;VER;
gênons;VER;
gênât;VER;
gêné;VER;m
gêné;ADJ;m
gênée;VER;f
gênée;ADJ;f
gênées;VER;f
gênées;ADJ;f
gênés;VER;m
gênés;ADJ;m
gît;VER;
gîta;VER;
gîtait;VER;
gîte;ADJ;m
gîte;NOM;
gîtent;VER;
gîter;VER;
gîtera;VER;
gîtes;NOM;m
gîté;VER;m
ha;NOM;m
ha;ONO;
habanera;NOM;f
habile;ADJ;
habilement;ADV;
habiles;ADJ;
habileté;NOM;f
habiletés;NOM;f
habilitation;NOM;f
habilitations;NOM;f
habilite;VER;
habilité;VER;m
habilité;ADJ;m
habilité;NOM;f
habilitée;VER;f
habilitée;ADJ;f
habilitées;VER;f
habilitées;ADJ;f
habilités;VER;m
habilités;ADJ;m
habilités;NOM;f
habilla;VER;
habillage;NOM;m
habillai;VER;
habillaient;VER;
habillais;VER;
habillait;VER;
habillant;VER;
habillas;VER;
habille;VER;
habillement;NOM;m
habillent;VER;
habiller;VER;
habillera;VER;
habillerai;VER;
habilleraient;VER;
habillerais;VER;
habillerait;VER;
habilleras;VER;
habillerez;VER;
habillerons;VER;
habilles;VER;
habilleur;NOM;m
habilleurs;NOM;m
habilleuse;NOM;f
habilleuses;NOM;f
habillez;VER;
habilliez;VER;
habillions;VER;
habillons;VER;
habillâmes;VER;
habillât;VER;
habillèrent;VER;
habillé;VER;m
habillé;ADJ;m
habillée;VER;f
habillée;ADJ;f
habillées;VER;f
habillées;ADJ;f
habillés;VER;m
habillés;ADJ;m
habit;NOM;m
habita;VER;
habitabilité;NOM;f
habitable;ADJ;
habitables;ADJ;
habitacle;NOM;m
habitacles;NOM;m
habitai;VER;
habitaient;VER;
habitais;VER;
habitait;VER;
habitant;NOM;m
habitant;VER;
habitante;NOM;f
habitants;NOM;m
habitassent;VER;
habitat;NOM;m
habitation;NOM;f
habitations;NOM;f
habitats;NOM;m
habite;VER;
habitent;VER;
habiter;VER;
habitera;VER;
habiterai;VER;
habiteraient;VER;
habiterais;VER;
habiterait;VER;
habiteras;VER;
habiterez;VER;
habiterions;VER;
habiterons;VER;
habiteront;VER;
habites;VER;
habitez;VER;
habitiez;VER;
habitions;VER;
habitons;VER;
habits;NOM;m
habitua;VER;
habituai;VER;
habituaient;VER;
habituais;VER;
habituait;VER;
habituant;VER;
habitude;NOM;f
habitudes;NOM;f
habitue;VER;
habituel;ADJ;m
habituelle;ADJ;f
habituellement;ADV;
habituelles;ADJ;f
habituels;ADJ;m
habituent;VER;
habituer;VER;
habituera;VER;
habituerai;VER;
habitueraient;VER;
habituerais;VER;
habituerait;VER;
habitueras;VER;
habituerez;VER;
habituerons;VER;
habitueront;VER;
habitues;VER;
habituez;VER;
habituons;VER;
habitus;NOM;m
habituât;VER;
habituèrent;VER;
habitué;VER;m
habitué;ADJ;m
habitué;NOM;m
habituée;VER;f
habituée;ADJ;f
habituée;NOM;f
habituées;VER;f
habituées;ADJ;f
habituées;NOM;f
habitués;VER;m
habitués;ADJ;m
habitués;NOM;m
habitât;VER;
habitèrent;VER;
habité;VER;m
habité;ADJ;m
habitée;VER;f
habitée;ADJ;f
habitées;VER;f
habitées;ADJ;f
habités;VER;m
habités;ADJ;m
hacha;VER;
hachage;NOM;m
hachaient;VER;
hachait;VER;
hachant;VER;
hachard;NOM;m
hache;NOM;f
hache;VER;
hache-paille;NOM;m
hachent;VER;
hacher;VER;
hacherai;VER;
hacherait;VER;
haches;NOM;f
haches;VER;
hachette;NOM;f
hachettes;NOM;f
hacheur;NOM;m
hacheurs;NOM;m
hachez;VER;
hachis;NOM;m
hachisch;NOM;m
hachoir;NOM;m
hachoirs;NOM;m
hachuraient;VER;
hachurait;VER;
hachurant;VER;
hachure;NOM;f
hachure;VER;
hachures;NOM;f
hachuré;VER;m
hachurée;VER;f
hachurées;VER;f
hachurés;VER;m
hachèrent;VER;
haché;VER;m
haché;ADJ;m
hachée;VER;f
hachée;ADJ;f
hachées;VER;f
hachées;ADJ;f
hachés;VER;m
hachés;ADJ;m
hacienda;NOM;f
haciendas;NOM;f
hack;NOM;m
hacker;NOM;m
hackers;NOM;m
haddock;NOM;m
hadith;NOM;m
hadj;NOM;m
hadji;NOM;m
hagard;ADJ;m
hagarde;ADJ;f
hagardes;ADJ;f
hagards;ADJ;m
haggadah;NOM;f
haggis;NOM;m
hagiographe;NOM;m
hagiographie;NOM;f
haha;ONO;
hai;ONO;
haie;NOM;f
haies;NOM;f
haillon;NOM;m
haillonneuse;ADJ;f
haillonneux;ADJ;m
haillons;NOM;m
haine;NOM;f
haines;NOM;f
haineuse;ADJ;f
haineusement;ADV;
haineuses;ADJ;f
haineux;ADJ;m
haire;NOM;f
haires;NOM;f
hais;VER;
hait;VER;
haka;NOM;m
hakka;NOM;m
hala;VER;
halage;NOM;m
halages;NOM;m
halaient;VER;
halait;VER;
halal;ADJ;f
halant;VER;
halcyon;NOM;m
hale;NOM;m
haleine;NOM;f
haleines;NOM;f
halent;VER;
haler;VER;
haleta;VER;
haletaient;VER;
haletais;VER;
haletait;VER;
haletant;ADJ;m
haletant;VER;
haletante;ADJ;f
haletantes;ADJ;f
haletants;ADJ;m
haleter;VER;
haleté;VER;m
haleur;NOM;m
haleurs;NOM;m
halez;VER;
half-track;NOM;m
half-tracks;NOM;m
halieutiques;ADJ;f
hall;NOM;m
hallali;NOM;m
halle;NOM;f
hallebarde;NOM;f
hallebardes;NOM;f
hallebardier;NOM;m
hallebardiers;NOM;m
halles;NOM;f
hallier;NOM;m
halliers;NOM;m
halloween;NOM;f
halls;NOM;m
hallucinais;VER;
hallucinant;ADJ;m
hallucinant;VER;
hallucinante;ADJ;f
hallucinantes;ADJ;f
hallucinants;ADJ;m
hallucination;NOM;f
hallucinations;NOM;f
hallucinatoire;ADJ;
hallucinatoires;ADJ;
hallucine;VER;
halluciner;VER;
hallucinez;VER;
hallucinogène;ADJ;
hallucinogène;NOM;m
hallucinogènes;ADJ;
hallucinogènes;NOM;m
hallucinons;VER;
halluciné;VER;m
halluciné;ADJ;m
halluciné;NOM;m
hallucinée;ADJ;f
hallucinée;NOM;f
hallucinées;ADJ;f
hallucinés;VER;m
hallucinés;ADJ;m
hallucinés;NOM;m
halo;NOM;m
halogène;ADJ;m
halogène;NOM;m
halogènes;ADJ;m
halogènes;NOM;m
halogénure;NOM;m
halon;NOM;m
halons;NOM;m
halopéridol;NOM;m
halos;NOM;m
halothane;NOM;m
halte;NOM;f
halte;ONO;
halte;VER;
halte-garderie;NOM;f
halter;VER;
haltes;NOM;f
haltère;NOM;m
haltères;NOM;m
haltérophile;NOM;
haltérophiles;NOM;
haltérophilie;NOM;f
halva;NOM;m
halèrent;VER;
halète;VER;
halètement;NOM;m
halètements;NOM;m
halètent;VER;
halètes;VER;
halé;VER;m
halée;VER;f
halés;VER;m
hamac;NOM;m
hamacs;NOM;m
hamada;NOM;f
hamadryade;NOM;f
hamadryas;NOM;m
hamamélis;NOM;m
hambourgeois;ADJ;m
hambourgeois;NOM;m
hambourgeoises;NOM;f
hamburger;NOM;m
hamburgers;NOM;m
hameau;NOM;m
hameaux;NOM;m
hameçon;NOM;m
hameçonne;VER;
hameçons;NOM;m
hammam;NOM;m
hammams;NOM;m
hammerless;NOM;m
hampe;NOM;f
hampes;NOM;f
hamster;NOM;m
hamsters;NOM;m
han;ADJ;m
han;NOM;m
hanap;NOM;m
hanaps;NOM;m
hanche;NOM;f
